currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
678,1997,MID,344075,I\u00f1igo C\u00f3rdoba,1604
675,1997,FWD,344120,Borja Mayoral,1604
675,1997,DEF,344132,T. Hern\u00e1ndez,-1
698,1996,FWD,344140,A. Ndiaye,-1
695,1992,DEF,213124,Chema,-1
695,1995,DEF,410055,Rober,-1
1613,1991,DEF,50102,F. Sch\u00e4r,6697
691,1988,DEF,41124,Naldo,-1
691,1995,DEF,279533,Mario Hermoso,-1
675,1995,MID,279538,Marcos Llorente,-1
6434,1995,MID,279541,E. Zidane,-1
679,1996,DEF,279545,L. Hern\u00e1ndez,4418
687,1996,DEF,279560,Andoni Gorosabel,-1
687,1995,MID,279566,Jon Guridi,-1
687,1995,FWD,279571,Jon Bautista,-1
756,1988,MID,214062,\u00c1lex Granell,-1
695,1991,FWD,50461,A. Sadiku,8731
678,1994,FWD,247141,I\u00f1aki Williams,-1
683,1995,DEF,247169,Diego Gonz\u00e1lez,-1
683,1993,GKP,247173,Andr\u00e9s,-1
691,1994,GKP,247206,Pau L\u00f3pez,-1
701,1994,MID,247207,Joan Jord\u00e1n,-1
684,1994,DEF,247212,Rafa Navarro,-1
684,1994,MID,247219,V\u00edctor Camarasa,-1
695,1994,MID,247220,Jason,-1
696,1994,MID,247222,Medr\u00e1n,-1
683,1993,FWD,116283,D. Rol\u00e1n,-1
4522,1988,MID,51004,C. Borges,16871
695,1995,MID,280383,E. Bardhi,10073
684,1996,MID,346195,Fabi\u00e1n,1604
674,1990,GKP,215265,Jaume,-1
692,1997,FWD,281255,E. Mor,-1
3219,1992,DEF,85113,A. To\u0219ca,11944
12511,1991,MID,167118,Erik Mor\u00e1n,-1
682,1995,MID,412897,Dani Raba,-1
712,1998,MID,396539,Jaime Sierra,-1
676,1987,DEF,3341,Piqu\u00e9,1598
680,1984,DEF,101649,N. Pareja,-1
22275,1984,DEF,3355,J. Mascherano,12274
691,1997,DEF,282438,Aar\u00f3n,1604
675,1997,DEF,282441,Jes\u00fas Vallejo,1604
682,1997,MID,282445,R. Guerra,15673
756,1997,MID,282448,Aleix Garc\u00eda,-1
682,1981,DEF,20393,D. Bonera,-1
-1,1984,MID,20401,A. Aquilani,-1
-1,1984,MID,20406,M. Flamini,-1
-1,1984,MID,20410,S. Muntari,-1
680,1989,DEF,20433,S. Kj\u00e6r,7712
701,1989,DEF,20436,Jos\u00e9 \u00c1ngel,-1
696,1990,FWD,20450,Bojan,-1
695,1984,FWD,20536,G. Pazzini,-1
682,1991,MID,20623,R. Soriano,-1
692,1987,DEF,86183,F. Roncaglia,-1
12511,1992,FWD,86200,S. Ara\u00fajo,-1
687,1992,GKP,86212,G. Rulli,-1
680,1987,DEF,86220,G. Mercado,12274
680,1991,FWD,20764,L. Muriel,12430
674,1993,FWD,86307,L. Vietto,-1
714,1990,GKP,86319,L. Chichizola,-1
714,1989,DEF,20803,M. Aguirregaray,-1
712,1990,DEF,20808,E. Mu\u00f1oz,-1
712,1985,GKP,86350,N. Champagne,-1
680,1989,MID,20823,F. V\u00e1zquez,-1
674,1989,GKP,20922,Neto,-1
712,1989,DEF,86716,M. Dos Santos,-1
680,1990,MID,86828,G. Pizarro,-1
698,1991,DEF,250805,Djen\u00e9,18374
674,1995,FWD,250885,Santi Mina,-1
698,1999,FWD,545811,Hugo Duro,-1
712,1997,FWD,447821,Y. En-Nesyri,16216
683,1991,MID,21894,Keko,-1
712,1994,FWD,265807,Jos\u00e9 Naranjo,-1
698,1986,MID,3674,Markel Bergara,-1
674,1991,FWD,22202,S. Zaza,3757
756,1991,GKP,120631,Y. Bounou,16216
682,1991,FWD,22578,N. Sansone,-1
691,1987,MID,3797,V\u00edctor S\u00e1nchez,-1
687,1988,DEF,3828,Ra\u00fal Navas,-1
684,1994,DEF,56009,R. Durmisi,-1
683,1992,FWD,3875,Borja Bast\u00f3n,-1
677,1983,MID,56025,M. Krohn-Dehli,7712
859,1998,GKP,285491,F. Uzoho,16823
683,1996,FWD,285509,I. Success,-1
679,1993,MID,217031,Thomas,-1
676,1997,FWD,286390,O. Demb\u00e9l\u00e9,4418
698,1995,MID,286448,M. Arambarri,-1
16469,1994,FWD,122623,Fahad Al Muwallad,16521
16467,1991,MID,122832,Salem Al Dawsari,16521
675,1996,MID,288091,Marco Asensio,1598
696,1998,FWD,352328,E. Demirovi\u0107,10007
691,1997,MID,450784,\u00d3scar Melendo,-1
695,1994,FWD,254189,Ivi,-1
678,1993,MID,286963,Vesga,-1
701,1984,FWD,385273,Charles,-1
696,1996,GKP,286981,Antonio Sivera,1604
682,1997,DEF,286994,Adri\u00e1n Mar\u00edn,-1
714,1995,MID,287003,Benito Ram\u00edrez,-1
679,1995,FWD,254408,\u00c1. Correa,-1
683,1996,DEF,352748,Iv\u00e1n Rodr\u00edguez,-1
676,1993,DEF,25397,S. Umtiti,4418
-1,1990,DEF,4238,M\u00edchel,-1
679,1987,FWD,25445,K. Gameiro,-1
680,1990,DEF,25452,S. Corchia,-1
684,1990,MID,25461,R. Boudebouz,16009
696,1989,MID,91064,D. Torres,-1
698,1987,FWD,25577,L. R\u00e9my,-1
674,1993,MID,25623,G. Kondogbia,-1
676,1993,DEF,25701,L. Digne,-1
679,1996,GKP,222324,A. Werner,-1
680,1990,FWD,25795,W. Ben Yedder,-1
3783,1988,MID,25888,F. Fajr,16216
695,1992,MID,26032,C. Doukour\u00e9,-1
3254,1992,FWD,26038,J. Campbell,16871
680,1991,DEF,26084,L. Carole,-1
676,1993,DEF,222770,N\u00e9lson Semedo,-1
756,1992,DEF,91702,J. Mojica,12430
712,1988,FWD,26167,C. Beauvue,-1
684,1991,DEF,26307,A. Mandi,16009
3772,1988,DEF,26332,P. Baysse,-1
1633,1986,MID,26518,C. S\u00e1nchez,12430
692,1989,MID,26652,D. Wass,-1
691,1989,DEF,125250,\u00d3. Duarte,16871
712,1995,MID,485794,Sergio Arribas,-1
1659,1994,MID,255738,J. Lerma,12430
698,1999,DEF,551398,David Alba,-1
1623,1994,DEF,256634,Y. Mina,12430
698,1987,DEF,93000,Antunes,-1
712,1988,DEF,93003,D. Siovas,-1
696,1994,DEF,224080,G. Marip\u00e1n,-1
674,1991,FWD,70129,Rodrigo,1598
687,1997,MID,355599,Mikel Oyarzabal,1604
5654,1996,FWD,257752,M. Moreno,-1
684,1998,MID,388832,Julio Gracia,-1
696,1995,DEF,225022,Rub\u00e9n Duarte,-1
695,1987,MID,225089,Jos\u00e9 Luis Morales,-1
698,1995,MID,520163,Barri,-1
3161,1994,DEF,135903,Jo\u00e3o Cancelo,-1
698,1992,MID,94828,G. Shibasaki,12913
684,1996,FWD,225946,A. Sanabria,15516
701,1991,MID,225948,Rub\u00e9n Pe\u00f1a,-1
687,1993,DEF,225996,Diego Llorente,-1
696,1993,MID,226005,Burgui,-1
712,1992,MID,127928,D. Bra\u0161anac,-1
714,1984,MID,29642,G. Pe\u00f1alba,-1
-1,1995,MID,488750,Mozo,-1
695,1996,DEF,259524,S. Moore,-1
683,1997,FWD,259946,A. Pe\u00f1aranda,15762
714,1996,FWD,489417,Erik Exp\u00f3sito,-1
696,1996,DEF,489488,Mart\u00edn,-1
696,1994,DEF,250899,Carlos Vigaray,-1
3315,1995,DEF,292991,M. Lemos,-1
679,1995,DEF,227894,J. Gim\u00e9nez,15670
1639,1995,FWD,424624,O. Etebo,16823
675,1996,MID,326523,Dani Ceballos,1604
674,1997,DEF,326535,Toni Lato,1604
714,1995,FWD,293862,Nacho Gil,-1
687,1995,MID,261127,A. Januzaj,5629
696,1996,MID,359847,Alfonso Pedraza,1604
714,1993,FWD,228902,J. Calleri,-1
677,1989,DEF,32577,Sidnei,-1
677,1991,MID,32652,E. \u00c7olak,-1
1642,1987,GKP,8303,C. Pantilimon,11944
1644,1994,FWD,3348,Deulofeu,-1
1625,1994,DEF,134502,A. Laporte,-1
10531,1989,MID,3599,J. Montero,-1
710,2000,FWD,568583,Juan Cruz,-1
27310,1998,DEF,500200,Miguel,-1
9171,1986,MID,86623,A. Fern\u00e1ndez,-1
12520,1987,MID,3394,Bruno Gama,-1
9192,1988,MID,70121,N. Gait\u00e1n,-1
709,1986,DEF,3372,Aythami Artiles,-1
714,1989,DEF,3468,Juan Cala,-1
14504,1993,FWD,50272,O. Kayode,-1
15420,1989,DEF,4329,A. Arribas,-1
7848,1991,MID,127719,A. Katai,-1
9130,1991,FWD,25472,C. Bakambu,-1
713,1990,MID,32601,Beb\u00e9,-1
9130,1989,MID,4379,Jonathan Viera,-1
696,1991,MID,6684,Jony,-1
697,1990,MID,4366,Hern\u00e1n,-1
9134,1992,MID,114055,\u00d3scar Romero,15516
683,1990,DEF,5327,Miguel Cifuentes,-1
708,1995,MID,91122,J. Narv\u00e1ez,-1
692,1995,MID,135113,A. Hjulsager,-1
700,1993,MID,167117,Ager Aketxe,-1
859,1996,DEF,247150,One,-1
12509,1996,MID,254188,Mat\u00edas Nahuel,-1
15408,1993,MID,253551,W. Montoya,-1
862,1996,FWD,257006,Mario Gonz\u00e1lez,-1
690,1996,MID,256854,L. Su\u00e1rez,-1
680,1994,MID,263092,Borja Lasso,-1
12056,1996,MID,266312,E. Cecchini,-1
677,1996,FWD,278324,Carlos Fern\u00e1ndez,1604
16722,1995,MID,279570,Imanol Sarriegi,-1
9492,1995,MID,279556,A. San\u00e9,-1
707,1995,FWD,293857,Nano,-1
718,1996,MID,293856,Dani Molina,-1
831,1993,DEF,298385,Borja Herrera,-1
712,1995,FWD,339857,Jos\u00e9 Arn\u00e1iz,-1
708,1996,DEF,344065,Andoni L\u00f3pez,-1
675,1998,GKP,352985,L. Zidane,-1
751,1996,FWD,357992,Aitor Ruibal,-1
734,1998,MID,367391,Toni Moya,-1
802,1997,MID,373713,Christian Rivera,-1
741,1997,DEF,376565,A. Abeid,18224
936,1996,FWD,390613,Xesc Regis,-1
734,1998,DEF,396484,Carlos Isaac,-1
683,1997,DEF,400549,Pau Torres,-1
734,1997,FWD,400564,Dar\u00edo Poveda,-1
984,1997,DEF,406460,Alberto Redondo,-1
683,1997,MID,408293,Javi Ontiveros,-1
771,2000,MID,472489,Lara,-1
683,1996,MID,485383,\u00c1lex Mula,-1
677,1996,MID,499843,Edu Exp\u00f3sito,-1
859,2000,DEF,516397,Mujaid Sadick,-1
1074,1997,MID,519496,Fabio Gonz\u00e1lez,-1
