currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
2975,1991,MID,51132,E. Forsberg,7047
14072,1992,MID,51144,V. Claesson,7047
3193,1992,MID,51145,O. Hiljemark,7047
1612,1998,DEF,346101,T. Alexander-Arnold,2413
2443,1994,DEF,51217,L. Augustinsson,7047
2446,1992,FWD,51262,I. Kiese Thelin,7047
2463,1990,DEF,18669,J. Hector,3148
12286,1988,FWD,116997,G. Torres,17929
4489,1983,DEF,3305,Pepe,9905
3767,1988,MID,3314,\u00c1. di Mar\u00eda,12274
2444,1995,MID,134387,L. Goretzka,3148
4535,1986,DEF,101620,M. da Costa,16216
676,1987,DEF,3341,Piqu\u00e9,1598
13895,1987,DEF,101647,F. Kudryashov,14358
22275,1984,DEF,3355,J. Mascherano,12274
13895,1987,DEF,101682,V. Granat,14358
3767,1984,DEF,20394,Thiago Silva,6380
680,1989,DEF,20433,S. Kj\u00e6r,7712
3162,1987,DEF,20460,M. C\u00e1ceres,15670
1609,1984,DEF,20465,S. Lichtsteiner,6697
4492,1986,DEF,20517,Y. Nagatomo,12913
675,1992,GKP,3429,T. Courtois,5629
3159,1987,DEF,20579,M. Benatia,16216
3161,1984,DEF,3431,Jo\u00e3o Miranda,6380
680,1987,DEF,86220,G. Mercado,12274
12069,1986,MID,86234,E. P\u00e9rez,12274
3159,1988,MID,20751,J. Cuadrado,12430
680,1991,FWD,20764,L. Muriel,12430
9607,1992,FWD,20766,H. Seferovi\u0107,6697
3164,1989,MID,20876,A. Ekdal,7047
3163,1985,MID,20938,V. Behrami,6697
3185,1991,FWD,20941,A. Ljaji\u0107,17322
19830,1988,DEF,21097,K. Glik,13869
3166,1986,MID,21169,B. D\u017eemaili,6697
3767,1987,FWD,21174,E. Cavani,15670
9,1992,DEF,86722,N. Tagliafico,12274
16927,1984,MID,101846,M. Boussoufa,16216
3254,1984,MID,21314,E. Hallfre\u00f0sson,7839
1631,1987,DEF,21333,Y. Benalouane,16276
16469,1994,MID,119932,Mahmoud Kahraba,16129
1627,1991,DEF,119951,Ahmed Hegazy,16129
13897,1991,FWD,54495,B. Sigur\u00f0arson,7839
712,1997,FWD,447821,Y. En-Nesyri,16216
16041,1989,FWD,120225,Marwan Mohsen,16129
8743,1996,FWD,349687,Hwang Hee-Chan,14855
1609,1992,MID,120339,Mohamed Elneny,16129
1612,1992,FWD,120353,Mohamed Salah,16129
3774,1998,MID,448079,I. Sarr,19314
3804,1992,DEF,120717,O. Haddadi,16276
16054,1992,MID,120853,F. Sassi,16276
1620,1991,FWD,55968,M. Braithwaite,7712
8508,1989,DEF,55977,C. Gamboa,16871
1673,1990,DEF,55979,M. J\u00f8rgensen,7712
1632,1990,DEF,55982,B. Oviedo,16871
2447,1991,MID,55990,T. Delaney,7712
677,1983,MID,56025,M. Krohn-Dehli,7712
3163,1991,DEF,56026,J. Stryger Larsen,7712
859,1998,GKP,285491,F. Uzoho,16823
1612,1992,FWD,25747,S. Man\u00e9,19314
12,1996,MID,285590,S. Amrabat,16216
4551,1994,MID,220112,Tr\u00e9z\u00e9guet,16129
2975,1994,FWD,56274,Y. Poulsen,7712
9608,1991,MID,89073,M. Acu\u00f1a,12274
3159,1993,FWD,89186,P. Dybala,12274
16926,1986,FWD,14908,M. Berg,7047
5644,1984,FWD,14909,P. Guerrero,15594
676,1997,FWD,286390,O. Demb\u00e9l\u00e9,4418
16469,1994,FWD,122623,Fahad Al Muwallad,16521
13885,1993,MID,220971,D. Kuzyaev,14358
9,1993,MID,221039,H. Ziyech,16216
16467,1991,MID,122832,Salem Al Dawsari,16521
13897,1993,DEF,57347,S. Ingason,7839
675,1996,MID,288091,Marco Asensio,1598
6709,1993,MID,57480,A. Traustason,7839
1624,1986,GKP,25381,H. Lloris,4418
1612,1989,DEF,25393,D. Lovren,9598
676,1993,DEF,25397,S. Umtiti,4418
3159,1987,MID,25437,B. Matuidi,4418
12069,1986,GKP,90991,F. Armani,12274
2449,1997,FWD,282772,B. Embolo,6697
12069,1993,MID,91019,J. Quintero,12430
3771,1985,GKP,25552,S. Mandanda,4418
5646,1993,FWD,91156,M. Borja,12430
2454,1993,FWD,25622,T. Hazard,5629
3187,1991,DEF,25726,K. Koulibaly,19314
1625,1994,DEF,26136,B. Mendy,4418
3771,1993,FWD,25770,F. Thauvin,4418
3782,1991,MID,25776,W. Khazri,16276
3767,1998,FWD,353833,K. Mbapp\u00e9,4418
3783,1988,MID,25888,F. Fajr,16216
3185,1994,FWD,25898,M. Niang,19314
14503,1990,MID,25998,Y. Belhanda,16216
1610,1986,FWD,26010,O. Giroud,4418
2462,1993,DEF,255387,C. Salcedo,15473
4522,1989,DEF,26022,L. Gassama,19314
3254,1992,FWD,26038,J. Campbell,16871
3804,1992,MID,26100,N. Sliti,16276
2449,1990,DEF,26115,S. San\u00e9,19314
756,1992,DEF,91702,J. Mojica,12430
19830,1992,DEF,26196,D. Sidib\u00e9,4418
1629,1990,MID,26226,R. Sa\u00efss,16216
32556,1988,MID,59126,R. Wallace,16871
1633,1986,MID,26518,C. S\u00e1nchez,12430
3161,1992,MID,69968,M. Brozovi\u0107,9598
3774,1989,FWD,26610,D. Sakho,19314
691,1989,DEF,125250,\u00d3. Duarte,16871
6434,1992,MID,125268,Y. Tejeda,16871
3166,1988,DEF,125286,G. Gonz\u00e1lez,16871
1659,1994,MID,255738,J. Lerma,12430
3161,1995,FWD,256480,B. Keita,19314
1623,1994,DEF,256634,Y. Mina,12430
674,1991,FWD,70129,Rodrigo,1598
2444,1995,DEF,224593,J. Kimmich,3148
19830,1996,MID,257800,A. Golovin,14358
