currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
2462,1986,MID,20591,G. Fernandes,6697
2453,1996,DEF,272378,P. Stenzel,3155
2463,1992,DEF,20680,F. S\u00f8rensen,-1
2443,1992,FWD,20692,I. Belfodil,-1
2443,1991,DEF,20704,L. Caldirola,-1
5656,1989,FWD,20728,Jonathas,-1
3164,1989,MID,20876,A. Ekdal,7047
2449,1993,DEF,20932,M. Nastasi\u0107,-1
2446,1992,FWD,86489,L. Alario,-1
2447,2000,MID,447223,J. Sancho,2417
2445,1998,MID,349099,O. Mangala,-1
2460,1990,DEF,21469,G. Donati,-1
2457,1984,GKP,54579,R. Jarstein,7336
2457,1994,MID,218896,O. Duda,14496
2451,1998,MID,284469,J. Brekalo,9604
2463,1997,DEF,284524,J. Horn,3155
9623,1995,DEF,284580,Ailton,-1
2447,1999,DEF,397028,D. Zagadou,-1
2462,1989,GKP,55951,L. Hradecky,4849
2447,1991,MID,55990,T. Delaney,7712
2447,1988,DEF,14800,M. Schmelzer,-1
2975,1994,FWD,56274,Y. Poulsen,7712
2451,1997,FWD,285727,L. Dimata,5635
2443,1990,FWD,56424,A. J\u00f3hannsson,-1
2445,1995,FWD,328131,C. Akolo,18538
2450,1998,MID,449921,B. Jatta,-1
2446,1989,MID,89559,C. Ar\u00e1nguiz,-1
2443,1997,MID,286404,O. K\u00e4uper,-1
2443,1992,GKP,253822,J. Pavlenka,11555
2460,1993,DEF,221172,A. Hack,-1
2454,1991,MID,15018,P. Herrmann,-1
2450,1995,MID,221376,M. Steinmann,-1
2481,1993,DEF,221411,P. Max,-1
2445,1997,MID,413737,S. Ascac\u00edbar,-1
2454,1993,MID,221452,V. Grifo,-1
2445,1994,FWD,254649,T. Asano,-1
2975,1998,DEF,352988,D. Upamecano,-1
2449,1997,FWD,282772,B. Embolo,6697
2462,1994,FWD,25512,S. Haller,-1
3782,1992,MID,25514,P. Ntep,-1
2454,1993,FWD,25622,T. Hazard,5629
2482,1997,DEF,282799,S. Posch,-1
2451,1990,MID,25861,J. Guilavogui,-1
2453,1989,MID,25871,Y. Ravet,-1
2463,1993,FWD,91519,J. C\u00f3rdoba,-1
2449,1990,MID,25995,B. Stambouli,-1
2462,1993,DEF,255387,C. Salcedo,15473
2462,1992,DEF,26021,S. Falette,18799
2449,1990,DEF,26115,S. San\u00e9,19314
2460,1994,GKP,222798,R. Zentner,-1
2453,1996,DEF,255732,P. Lienhart,9109
2443,1995,DEF,223516,R. Bauer,-1
2482,1995,MID,135561,F. Grillitsch,9109
2460,1996,MID,223560,L. \u00d6ztunali,3155
2481,1997,FWD,354997,S. C\u00f3rdova,15757
6421,1996,MID,256776,A. Grgic,6704
2975,1995,MID,289711,N. Ke\u00efta,-1
2460,1988,FWD,86517,P. De Blasis,-1
2446,1997,FWD,388267,L. Bailey,-1
2444,1995,DEF,224593,J. Kimmich,3148
2447,1995,MID,224677,J. Weigl,-1
2462,1995,MID,224680,M. Wolf,-1
2443,1995,GKP,224709,M. Zetterer,-1
2460,1995,MID,224896,G. Holtmann,-1
2481,1995,DEF,224965,R. Framberger,-1
2445,1994,MID,224971,E. Thommy,-1
2975,1996,DEF,258252,L. Klostermann,3155
2446,1997,DEF,258253,B. Henrichs,-1
2450,1996,FWD,258254,L. Waldschmidt,3155
2462,1997,FWD,258264,L. Jovi\u0107,17322
2447,1993,DEF,28907,Rapha\u00ebl Guerreiro,9905
2482,1998,MID,356906,F. Passlack,3156
1613,1992,FWD,94764,Y. Muto,12913
2463,1998,DEF,356928,T. Handwerker,-1
2443,1990,FWD,94831,Y. \u014csako,12913
2463,1992,MID,127685,M. Joji\u0107,-1
2450,1992,MID,127796,F. Kosti\u0107,17322
2444,1994,FWD,223546,O. Wriedt,-1
2462,1998,MID,391387,A. Barkok,3156
2443,1998,DEF,391441,M. Friedl,9116
2481,1998,DEF,391449,K. Jakob,-1
2447,1998,MID,391530,C. Pulisic,8134
2454,1998,DEF,391551,F. Mayer,-1
2450,1997,MID,391606,T. Ito,12920
2451,1998,DEF,391643,P. Jaeckel,-1
2462,1992,DEF,97555,T. Tawatha,-1
2451,1994,DEF,228639,Y. Gerhardt,-1
2450,1995,MID,327009,Walace,-1
2453,1995,FWD,228765,T. Kleindienst,-1
2446,1996,DEF,228768,J. Tah,-1
2449,1989,FWD,64995,G. Burgstaller,9109
2975,1989,MID,65027,S. Ilsanker,-1
2443,1992,MID,65055,F. Kainz,9109
2481,1992,DEF,65075,M. Hinteregger,-1
2460,1995,MID,228980,J. Gbamin,-1
2481,1994,FWD,65180,M. Gregoritsch,9109
2482,1992,MID,65207,R. Zulj,-1
2450,2000,FWD,491365,J. Arp,-1
2451,1999,DEF,425923,G. Itter,-1
2446,1999,MID,425925,K. Havertz,-1
2457,1999,MID,425926,A. Maier,-1
2446,1991,DEF,49859,A. Dragovi\u0107,9109
2482,1991,MID,49997,S. Zuber,6697
-1,1998,FWD,279721,K. Hinds,-1
2455,1991,MID,94650,G. Haraguchi,12913
1609,1989,FWD,25867,P. Aubameyang,19062
2481,1993,DEF,92947,K. Stafylidis,-1
8509,1996,MID,343729,R. Kent,-1
9417,1991,MID,49992,I. Hajrovi\u0107,-1
8068,1987,DEF,25589,L. San\u00e9,-1
2481,2001,DEF,493725,S. Asta,-1
8508,1985,DEF,15800,M. Compper,-1
2520,1990,MID,14932,S. Medojevi\u0107,-1
2481,1991,FWD,8537,Dong-Won Ji,-1
2493,1994,MID,145014,O. Bulut,-1
32556,1995,MID,266532,E. Ofori,17522
2619,1997,DEF,286823,M. Egbo,-1
7454,1997,FWD,297701,P. Ochs,3155
6408,1996,DEF,329202,U. Garcia,6704
2501,1997,MID,337799,A. Ouahim,-1
2469,1997,FWD,337775,F. Reese,-1
2458,1997,FWD,337656,T. Kn\u00f6ll,3155
2443,1998,FWD,366203,J. Eggestein,3156
7090,1998,DEF,366193,B. Risa,7342
2658,1998,MID,367620,N. Dorsch,3156
2468,1996,DEF,382289,F. Kusi\u010d,-1
2450,1998,DEF,391603,S. Ambrosius,-1
2460,1998,MID,391425,R. Baku,3156
2594,1999,MID,391439,M. Shabani,3156
2594,2000,DEF,433100,L. Mai,-1
2463,1998,MID,448127,C. F\u00fchrich,-1
2455,1999,MID,448215,L. Maina,3156
2457,1999,FWD,448246,P. D\u00e1rdai,3156
2594,2000,FWD,471947,F. Evina,-1
2463,2000,DEF,471968,N. Nartey,7717
2447,2000,MID,472696,Sergio G\u00f3mez,1602
2450,2000,DEF,503185,J. Vagnoman,-1
2463,2000,DEF,520617,Y. Bisseck,3152
2694,1993,MID,221443,M. Gouaida,-1
